node_id,node_type,node_type_name
234,0,author
235,0,author
236,0,author
237,0,author
238,0,author
239,0,author
240,0,author
241,0,author
242,0,author
243,0,author
244,0,author
245,0,author
246,0,author
247,0,author
248,0,author
249,0,author
250,0,author
251,0,author
252,0,author
253,0,author
254,0,author
255,0,author
256,0,author
257,0,author
258,0,author
259,0,author
260,0,author
261,0,author
262,0,author
263,0,author
264,0,author
265,0,author
266,0,author
267,0,author
268,0,author
269,0,author
270,0,author
271,0,author
272,0,author
273,0,author
274,0,author
275,0,author
276,0,author
277,0,author
278,0,author
279,0,author
280,0,author
281,0,author
282,0,author
283,0,author
284,0,author
285,0,author
286,0,author
287,0,author
288,0,author
289,0,author
290,0,author
291,0,author
292,0,author
293,0,author
294,0,author
295,0,author
296,0,author
297,0,author
298,0,author
299,0,author
300,0,author
301,0,author
302,0,author
303,0,author
304,0,author
305,0,author
306,0,author
307,0,author
308,0,author
309,0,author
310,0,author
311,0,author
312,0,author
313,0,author
314,0,author
315,0,author
316,0,author
317,0,author
318,0,author
319,0,author
320,0,author
321,0,author
322,0,author
323,0,author
324,0,author
325,0,author
326,0,author
327,0,author
328,0,author
329,0,author
330,0,author
331,0,author
332,0,author
333,0,author
334,0,author
335,0,author
336,0,author
337,0,author
338,0,author
339,0,author
340,0,author
341,0,author
342,0,author
343,0,author
344,0,author
345,0,author
346,0,author
347,0,author
348,0,author
349,0,author
350,0,author
351,0,author
352,0,author
353,0,author
354,0,author
355,0,author
356,0,author
357,0,author
358,0,author
359,0,author
360,0,author
361,0,author
362,0,author
363,0,author
364,0,author
365,0,author
366,0,author
367,0,author
368,0,author
369,0,author
370,0,author
371,0,author
372,0,author
373,0,author
374,0,author
375,0,author
376,0,author
377,0,author
378,0,author
379,0,author
380,0,author
381,0,author
382,0,author
383,0,author
384,0,author
385,0,author
386,0,author
387,0,author
388,0,author
389,0,author
390,0,author
391,0,author
392,0,author
393,0,author
394,0,author
395,0,author
396,0,author
397,0,author
398,0,author
399,0,author
400,0,author
401,0,author
402,0,author
403,0,author
404,0,author
405,0,author
406,0,author
407,0,author
408,0,author
409,0,author
410,0,author
411,0,author
412,0,author
413,0,author
414,0,author
415,0,author
416,0,author
417,0,author
418,0,author
419,0,author
420,0,author
421,0,author
422,0,author
423,0,author
424,0,author
425,0,author
426,0,author
427,0,author
428,0,author
429,0,author
430,0,author
431,0,author
432,0,author
433,0,author
434,0,author
435,0,author
436,0,author
437,0,author
438,0,author
439,0,author
440,0,author
441,0,author
442,0,author
443,0,author
444,0,author
445,0,author
446,0,author
447,0,author
448,0,author
449,0,author
450,0,author
451,0,author
452,0,author
453,0,author
454,0,author
455,0,author
456,0,author
457,0,author
458,0,author
459,0,author
460,0,author
461,0,author
462,0,author
463,0,author
464,0,author
465,0,author
466,0,author
467,0,author
468,0,author
469,0,author
470,0,author
471,0,author
472,0,author
473,0,author
474,0,author
475,0,author
476,0,author
477,0,author
478,0,author
479,0,author
480,0,author
481,0,author
482,0,author
483,0,author
484,0,author
485,0,author
486,0,author
487,0,author
488,0,author
489,0,author
490,0,author
491,0,author
492,0,author
493,0,author
494,0,author
495,0,author
496,0,author
497,0,author
498,0,author
499,0,author
500,0,author
501,0,author
502,0,author
503,0,author
504,0,author
505,0,author
506,0,author
507,0,author
508,0,author
509,0,author
510,0,author
511,0,author
512,0,author
513,0,author
514,0,author
515,0,author
516,0,author
517,0,author
518,0,author
519,0,author
520,0,author
521,0,author
522,0,author
523,0,author
524,0,author
525,0,author
526,0,author
527,0,author
528,0,author
529,0,author
530,0,author
531,0,author
532,0,author
533,0,author
534,0,author
535,0,author
536,0,author
537,0,author
538,0,author
539,0,author
540,0,author
541,0,author
542,0,author
543,0,author
544,0,author
545,0,author
546,0,author
547,0,author
548,0,author
549,0,author
550,0,author
551,0,author
552,0,author
553,0,author
554,0,author
555,0,author
556,0,author
557,0,author
558,0,author
559,0,author
560,0,author
561,0,author
562,0,author
563,0,author
564,0,author
565,0,author
566,0,author
567,0,author
568,0,author
569,0,author
570,0,author
571,0,author
572,0,author
573,0,author
574,0,author
575,0,author
576,0,author
577,0,author
578,0,author
579,0,author
580,0,author
581,0,author
582,0,author
583,0,author
584,0,author
585,0,author
586,0,author
587,0,author
588,0,author
589,0,author
590,0,author
591,0,author
592,0,author
593,0,author
594,0,author
595,0,author
596,0,author
597,0,author
598,0,author
599,0,author
600,0,author
601,0,author
602,0,author
603,0,author
604,0,author
605,0,author
606,0,author
607,0,author
608,0,author
609,0,author
610,0,author
611,0,author
612,0,author
613,0,author
614,0,author
615,0,author
616,0,author
617,0,author
618,0,author
619,0,author
620,0,author
621,0,author
622,0,author
623,0,author
624,0,author
625,0,author
626,0,author
627,0,author
628,0,author
629,0,author
630,0,author
631,0,author
632,0,author
633,0,author
634,0,author
635,0,author
636,0,author
637,0,author
638,0,author
639,0,author
640,0,author
641,0,author
642,0,author
643,0,author
644,0,author
645,0,author
646,0,author
647,0,author
648,0,author
649,0,author
650,0,author
651,0,author
652,0,author
653,0,author
654,0,author
655,0,author
656,0,author
657,0,author
658,0,author
659,0,author
660,0,author
661,0,author
662,0,author
663,0,author
664,0,author
665,0,author
666,0,author
667,0,author
668,0,author
669,0,author
670,0,author
671,0,author
672,0,author
673,0,author
674,0,author
675,0,author
676,0,author
677,0,author
678,0,author
679,0,author
680,0,author
681,0,author
682,0,author
683,0,author
684,0,author
685,0,author
686,0,author
687,0,author
688,0,author
689,0,author
690,0,author
691,0,author
692,0,author
693,0,author
694,0,author
695,0,author
696,0,author
697,0,author
698,0,author
699,0,author
700,0,author
701,0,author
702,0,author
703,0,author
704,0,author
705,0,author
706,0,author
707,0,author
708,0,author
709,0,author
710,0,author
711,0,author
712,0,author
713,0,author
714,0,author
715,0,author
716,0,author
717,0,author
718,0,author
719,0,author
720,0,author
721,0,author
722,0,author
723,0,author
724,0,author
725,0,author
726,0,author
727,0,author
728,0,author
729,0,author
730,0,author
731,0,author
732,0,author
733,0,author
734,0,author
735,0,author
736,0,author
737,0,author
738,0,author
739,0,author
740,0,author
741,0,author
742,0,author
743,0,author
744,0,author
745,0,author
746,0,author
747,0,author
748,0,author
749,0,author
750,0,author
751,0,author
752,0,author
753,0,author
754,0,author
755,0,author
756,0,author
757,0,author
758,0,author
759,0,author
760,0,author
761,0,author
762,0,author
763,0,author
764,0,author
765,0,author
766,0,author
767,0,author
768,0,author
769,0,author
770,0,author
771,0,author
772,0,author
773,0,author
774,0,author
775,0,author
776,0,author
777,0,author
778,0,author
779,0,author
780,0,author
781,0,author
782,0,author
783,0,author
784,0,author
785,0,author
786,0,author
787,0,author
788,0,author
789,0,author
790,0,author
791,0,author
792,0,author
793,0,author
794,0,author
795,0,author
796,0,author
797,0,author
798,0,author
799,0,author
800,0,author
801,0,author
802,0,author
803,0,author
804,0,author
805,0,author
806,0,author
807,0,author
808,0,author
809,0,author
810,0,author
811,0,author
812,0,author
813,0,author
814,0,author
815,0,author
816,0,author
817,0,author
818,0,author
819,0,author
820,0,author
821,0,author
822,0,author
823,0,author
824,0,author
825,0,author
826,0,author
827,0,author
828,0,author
829,0,author
830,0,author
831,0,author
832,0,author
833,0,author
834,0,author
835,0,author
836,0,author
837,0,author
838,0,author
839,0,author
840,0,author
841,0,author
842,0,author
843,0,author
844,0,author
845,0,author
846,0,author
847,0,author
848,0,author
849,0,author
850,0,author
851,0,author
852,0,author
853,0,author
854,0,author
855,0,author
856,0,author
857,0,author
858,0,author
859,0,author
860,0,author
861,0,author
862,0,author
863,0,author
864,0,author
865,0,author
866,0,author
867,0,author
868,0,author
869,0,author
870,0,author
871,0,author
872,0,author
873,0,author
874,0,author
875,0,author
876,0,author
877,0,author
878,0,author
879,0,author
880,0,author
881,0,author
882,0,author
883,0,author
884,0,author
885,0,author
886,0,author
887,0,author
888,0,author
889,0,author
890,0,author
891,0,author
892,0,author
893,0,author
894,0,author
895,0,author
896,0,author
897,0,author
898,0,author
899,0,author
900,0,author
901,0,author
902,0,author
903,0,author
904,0,author
905,0,author
906,0,author
907,0,author
908,0,author
909,0,author
910,0,author
911,0,author
912,0,author
913,0,author
914,0,author
915,0,author
916,0,author
917,0,author
918,0,author
919,0,author
920,0,author
921,0,author
922,0,author
923,0,author
924,0,author
925,0,author
926,0,author
927,0,author
928,0,author
929,0,author
930,0,author
931,0,author
932,0,author
933,0,author
934,0,author
935,0,author
936,0,author
937,0,author
938,0,author
939,0,author
940,0,author
941,0,author
942,0,author
943,0,author
944,0,author
945,0,author
946,0,author
947,0,author
948,0,author
949,0,author
950,0,author
951,0,author
952,0,author
953,0,author
954,0,author
955,0,author
956,0,author
957,0,author
958,0,author
959,0,author
960,0,author
961,0,author
962,0,author
963,0,author
964,0,author
965,0,author
966,0,author
967,0,author
968,0,author
969,0,author
970,0,author
971,0,author
972,0,author
973,0,author
974,0,author
975,0,author
976,0,author
977,0,author
978,0,author
979,0,author
980,0,author
981,0,author
982,0,author
983,0,author
984,0,author
985,0,author
986,0,author
987,0,author
988,0,author
989,0,author
990,0,author
991,0,author
992,0,author
993,0,author
994,0,author
995,0,author
996,0,author
997,0,author
998,0,author
999,0,author
1000,0,author
1001,0,author
1002,0,author
1003,0,author
1004,0,author
1005,0,author
1006,0,author
1007,0,author
1008,0,author
1009,0,author
1010,0,author
1011,0,author
1012,0,author
1013,0,author
1014,0,author
1015,0,author
1016,0,author
1017,0,author
1018,0,author
1019,0,author
1020,0,author
1021,0,author
1022,0,author
1023,0,author
1024,0,author
1025,0,author
1026,0,author
1027,0,author
1028,0,author
1029,0,author
1030,0,author
1031,0,author
1032,0,author
1033,0,author
1034,0,author
1035,0,author
1036,0,author
1037,0,author
1038,0,author
1039,0,author
1040,0,author
1041,0,author
1042,0,author
1043,0,author
1044,0,author
1045,0,author
1046,0,author
1047,0,author
1048,0,author
1049,0,author
1050,0,author
1051,0,author
1052,0,author
1053,0,author
1054,0,author
1055,0,author
1056,0,author
1057,0,author
1058,0,author
1059,0,author
1060,0,author
1061,0,author
1062,0,author
1063,0,author
1064,0,author
1065,0,author
1066,0,author
1067,0,author
1068,0,author
1069,0,author
1070,0,author
1071,0,author
1072,0,author
1073,0,author
1074,0,author
1075,0,author
1076,0,author
1077,0,author
1078,0,author
1079,0,author
1080,0,author
1081,0,author
1082,0,author
1083,0,author
1084,0,author
1085,0,author
1086,0,author
1087,0,author
1088,0,author
1089,0,author
1090,0,author
1091,0,author
1092,0,author
1093,0,author
1094,0,author
1095,0,author
1096,0,author
1097,0,author
1098,0,author
1099,0,author
1100,0,author
1101,0,author
1102,0,author
1103,0,author
1104,0,author
1105,0,author
1106,0,author
1107,0,author
1108,0,author
1109,0,author
1110,0,author
1111,0,author
1112,0,author
1113,0,author
1114,0,author
1115,0,author
1116,0,author
1117,0,author
1118,0,author
1119,0,author
1120,0,author
1121,0,author
1122,0,author
1123,0,author
1124,0,author
1125,0,author
1126,0,author
1127,0,author
1128,0,author
1129,0,author
1130,0,author
1131,0,author
1132,0,author
1133,0,author
1134,0,author
1135,0,author
1136,0,author
1137,0,author
1138,0,author
1139,0,author
1140,0,author
1141,0,author
1142,0,author
1143,0,author
1144,0,author
1145,0,author
1146,0,author
1147,0,author
1148,0,author
1149,0,author
1150,0,author
1151,0,author
1152,0,author
1153,0,author
1154,0,author
1155,0,author
1156,0,author
1157,0,author
1158,0,author
1159,0,author
1160,0,author
1161,0,author
1162,0,author
1163,0,author
1164,0,author
1165,0,author
1166,0,author
1167,0,author
1168,0,author
1169,0,author
1170,0,author
1171,0,author
1172,0,author
1173,0,author
1174,0,author
1175,0,author
1176,0,author
1177,0,author
1178,0,author
1179,0,author
1180,0,author
1181,0,author
1182,0,author
1183,0,author
1184,0,author
1185,0,author
1186,0,author
1187,0,author
1188,0,author
1189,0,author
1190,0,author
1191,0,author
1192,0,author
1193,0,author
1194,0,author
1195,0,author
1196,0,author
1197,0,author
1198,0,author
1199,0,author
1200,0,author
1201,0,author
1202,0,author
1203,0,author
1204,0,author
1205,0,author
1206,0,author
1207,0,author
1208,0,author
1209,0,author
1210,0,author
1211,0,author
1212,0,author
1213,0,author
1214,0,author
1215,0,author
1216,0,author
1217,0,author
1218,0,author
1219,0,author
1220,0,author
1221,0,author
1222,0,author
1223,0,author
1224,0,author
1225,0,author
1226,0,author
1227,0,author
1228,0,author
1229,0,author
1230,0,author
1231,0,author
1232,0,author
1233,0,author
1234,0,author
1235,0,author
1236,0,author
1237,0,author
1238,0,author
1239,0,author
1240,0,author
1241,0,author
1242,0,author
1243,0,author
1244,0,author
1245,0,author
1246,0,author
1247,0,author
1248,0,author
1249,0,author
1250,0,author
1251,0,author
1252,0,author
1253,0,author
1254,0,author
1255,0,author
1256,0,author
1257,0,author
1258,0,author
1259,0,author
1260,0,author
1261,0,author
1262,0,author
1263,0,author
1264,0,author
1265,0,author
1266,0,author
1267,0,author
1268,0,author
1269,0,author
1270,0,author
1271,0,author
1272,0,author
1273,0,author
1274,0,author
1275,0,author
1276,0,author
1277,0,author
1278,0,author
1279,0,author
1280,0,author
1281,0,author
1282,0,author
1283,0,author
1284,0,author
1285,0,author
1286,0,author
1287,0,author
1288,0,author
1289,0,author
1290,0,author
1291,0,author
1292,0,author
1293,0,author
1294,0,author
1295,0,author
1296,0,author
1297,0,author
1298,0,author
1299,0,author
1300,0,author
1301,0,author
1302,0,author
1303,0,author
1304,0,author
1305,0,author
1306,0,author
1307,0,author
1308,0,author
1309,0,author
1310,0,author
1311,0,author
1312,0,author
1313,0,author
1314,0,author
1315,0,author
1316,0,author
1317,0,author
1318,0,author
1319,0,author
1320,0,author
1321,0,author
1322,0,author
1323,0,author
1324,0,author
1325,0,author
1326,0,author
1327,0,author
1328,0,author
1329,0,author
1330,0,author
1331,0,author
1332,0,author
1333,0,author
1334,0,author
1335,0,author
1336,0,author
1337,0,author
1338,0,author
1339,0,author
1340,0,author
1341,0,author
1342,0,author
1343,0,author
1344,0,author
1345,0,author
1346,0,author
1347,0,author
1348,0,author
1349,0,author
1350,0,author
1351,0,author
1352,0,author
1353,0,author
1354,0,author
1355,0,author
1356,0,author
1357,0,author
1358,0,author
1359,0,author
1360,0,author
1361,0,author
1362,0,author
1363,0,author
1364,0,author
1365,0,author
1366,0,author
1367,0,author
1368,0,author
1369,0,author
1370,0,author
1371,0,author
1372,0,author
1373,0,author
1374,0,author
1375,0,author
1376,0,author
1377,0,author
1378,0,author
1379,0,author
1380,0,author
1381,0,author
1382,0,author
1383,0,author
1384,0,author
1385,0,author
1386,0,author
1387,0,author
1388,0,author
1389,0,author
1390,0,author
1391,0,author
1392,0,author
1393,0,author
1394,0,author
1395,0,author
1396,0,author
1397,0,author
1398,0,author
1399,0,author
1400,0,author
1401,0,author
1402,0,author
1403,0,author
1404,0,author
1405,0,author
1406,0,author
1407,0,author
1408,0,author
1409,0,author
1410,0,author
1411,0,author
1412,0,author
1413,0,author
1414,0,author
1415,0,author
1416,0,author
1417,0,author
1418,0,author
1419,0,author
1420,0,author
1421,0,author
1422,0,author
1423,0,author
1424,0,author
1425,0,author
1426,0,author
1427,0,author
1428,0,author
1429,0,author
1430,0,author
1431,0,author
1432,0,author
1433,0,author
1434,0,author
1435,0,author
1436,0,author
1437,0,author
1438,0,author
1439,0,author
1440,0,author
1441,0,author
1442,0,author
1443,0,author
1444,0,author
1445,0,author
1446,0,author
1447,0,author
1448,0,author
1449,0,author
1450,0,author
1451,0,author
1452,0,author
1453,0,author
1454,0,author
1455,0,author
1456,0,author
1457,0,author
1458,0,author
1459,0,author
1460,0,author
1461,0,author
1462,0,author
1463,0,author
1464,0,author
1465,0,author
1466,0,author
1467,0,author
1468,0,author
1469,0,author
1470,0,author
1471,0,author
1472,0,author
1473,0,author
1474,0,author
1475,1,paper
1476,1,paper
1477,1,paper
1478,1,paper
1479,1,paper
1480,1,paper
1481,1,paper
1482,1,paper
1483,1,paper
1484,1,paper
1485,1,paper
1486,1,paper
1487,1,paper
1488,1,paper
1489,1,paper
1490,1,paper
1491,1,paper
1492,1,paper
1493,1,paper
1494,1,paper
1495,1,paper
1496,1,paper
1497,1,paper
1498,1,paper
1499,1,paper
1500,1,paper
1501,1,paper
1502,1,paper
1503,1,paper
1504,1,paper
1505,1,paper
1506,1,paper
1507,1,paper
1508,1,paper
1509,1,paper
1510,1,paper
1511,1,paper
1512,1,paper
1513,1,paper
1514,1,paper
1515,1,paper
1516,1,paper
1517,1,paper
1518,1,paper
1519,1,paper
1520,1,paper
1521,1,paper
1522,1,paper
1523,1,paper
1524,1,paper
1525,1,paper
1526,1,paper
1527,1,paper
1528,1,paper
1529,1,paper
1530,1,paper
1531,1,paper
1532,1,paper
1533,1,paper
1534,1,paper
1535,1,paper
1536,1,paper
1537,1,paper
1538,1,paper
1539,1,paper
1540,1,paper
1541,1,paper
1542,1,paper
1543,1,paper
1544,1,paper
1545,1,paper
1546,1,paper
1547,1,paper
1548,1,paper
1549,1,paper
1550,1,paper
1551,1,paper
1552,1,paper
1553,1,paper
1554,1,paper
1555,1,paper
1556,1,paper
1557,1,paper
1558,1,paper
1559,1,paper
1560,1,paper
1561,1,paper
1562,1,paper
1563,1,paper
1564,1,paper
1565,1,paper
1566,1,paper
1567,1,paper
1568,1,paper
1569,1,paper
1570,1,paper
1571,1,paper
1572,1,paper
1573,1,paper
1574,1,paper
1575,1,paper
1576,1,paper
1577,1,paper
1578,1,paper
1579,1,paper
1580,1,paper
1581,1,paper
1582,1,paper
1583,1,paper
1584,1,paper
1585,1,paper
1586,1,paper
1587,1,paper
1588,1,paper
1589,1,paper
1590,1,paper
1591,1,paper
1592,1,paper
1593,1,paper
1594,1,paper
1595,1,paper
1596,1,paper
1597,1,paper
1598,1,paper
1599,1,paper
1600,1,paper
1601,1,paper
1602,1,paper
1603,1,paper
1604,1,paper
1605,1,paper
1606,1,paper
1607,1,paper
1608,1,paper
1609,1,paper
1610,1,paper
1611,1,paper
1612,1,paper
1613,1,paper
1614,1,paper
1615,1,paper
1616,1,paper
1617,1,paper
1618,1,paper
1619,1,paper
1620,1,paper
1621,1,paper
1622,1,paper
1623,1,paper
1624,1,paper
1625,1,paper
1626,1,paper
1627,1,paper
1628,1,paper
1629,1,paper
1630,1,paper
1631,1,paper
1632,1,paper
1633,1,paper
1634,1,paper
1635,1,paper
1636,1,paper
1637,1,paper
1638,1,paper
1639,1,paper
1640,1,paper
1641,1,paper
1642,1,paper
1643,1,paper
1644,1,paper
1645,1,paper
1646,1,paper
1647,1,paper
1648,1,paper
1649,1,paper
1650,1,paper
1651,1,paper
1652,1,paper
1653,1,paper
1654,1,paper
1655,1,paper
1656,1,paper
1657,1,paper
1658,1,paper
1659,1,paper
1660,1,paper
1661,1,paper
1662,1,paper
1663,1,paper
1664,1,paper
1665,1,paper
1666,1,paper
1667,1,paper
1668,1,paper
1669,1,paper
1670,1,paper
1671,1,paper
1672,1,paper
1673,1,paper
1674,1,paper
1675,1,paper
1676,1,paper
1677,1,paper
1678,1,paper
1679,1,paper
1680,1,paper
1681,1,paper
1682,1,paper
1683,1,paper
1684,1,paper
1685,1,paper
1686,1,paper
1687,1,paper
1688,1,paper
1689,1,paper
1690,1,paper
1691,1,paper
1692,1,paper
1693,1,paper
1694,1,paper
1695,1,paper
1696,1,paper
1697,1,paper
1698,1,paper
1699,1,paper
1700,1,paper
1701,1,paper
1702,1,paper
1703,1,paper
1704,1,paper
1705,1,paper
1706,1,paper
1707,1,paper
1708,1,paper
1709,1,paper
1710,1,paper
1711,1,paper
1712,1,paper
1713,1,paper
1714,1,paper
1715,1,paper
1716,1,paper
1717,1,paper
1718,1,paper
1719,1,paper
1720,1,paper
1721,1,paper
1722,1,paper
1723,1,paper
1724,1,paper
1725,1,paper
1726,1,paper
1727,1,paper
1728,1,paper
1729,1,paper
1730,1,paper
1731,1,paper
1732,1,paper
1733,1,paper
1734,1,paper
1735,1,paper
1736,1,paper
1737,1,paper
1738,1,paper
1739,1,paper
1740,1,paper
1741,1,paper
1742,1,paper
1743,1,paper
1744,1,paper
1745,1,paper
1746,1,paper
1747,1,paper
1748,1,paper
1749,1,paper
1750,1,paper
1751,1,paper
1752,1,paper
1753,1,paper
1754,1,paper
1755,1,paper
1756,1,paper
1757,1,paper
1758,1,paper
1759,1,paper
1760,1,paper
1761,1,paper
1762,1,paper
1763,1,paper
1764,1,paper
1765,1,paper
1766,1,paper
1767,1,paper
1768,1,paper
1769,1,paper
1770,1,paper
1771,1,paper
1772,1,paper
1773,1,paper
1774,1,paper
1775,1,paper
1776,1,paper
1777,1,paper
1778,1,paper
1779,1,paper
1780,1,paper
1781,1,paper
1782,1,paper
1783,1,paper
1784,1,paper
1785,1,paper
1786,1,paper
1787,1,paper
1788,1,paper
1789,1,paper
1790,1,paper
1791,1,paper
1792,1,paper
1793,1,paper
1794,1,paper
1795,1,paper
1796,1,paper
1797,1,paper
1798,1,paper
1799,1,paper
1800,1,paper
1801,1,paper
1802,1,paper
1803,1,paper
1804,1,paper
1805,1,paper
1806,1,paper
1807,1,paper
1808,1,paper
1809,1,paper
1810,1,paper
1811,1,paper
1812,1,paper
1813,1,paper
1814,1,paper
1815,1,paper
1816,1,paper
1817,1,paper
1818,1,paper
1819,1,paper
1820,1,paper
1821,1,paper
1822,1,paper
1823,1,paper
1824,1,paper
1825,1,paper
1826,1,paper
1827,1,paper
1828,1,paper
1829,1,paper
1830,1,paper
1831,1,paper
1832,1,paper
1833,1,paper
1834,1,paper
1835,1,paper
1836,1,paper
1837,1,paper
1838,1,paper
1839,1,paper
1840,1,paper
1841,1,paper
1842,1,paper
1843,1,paper
1844,1,paper
1845,1,paper
1846,1,paper
1847,1,paper
1848,1,paper
1849,1,paper
1850,1,paper
1851,1,paper
1852,1,paper
1853,1,paper
1854,1,paper
1855,1,paper
1856,1,paper
1857,1,paper
1858,1,paper
1859,1,paper
1860,1,paper
1861,1,paper
1862,1,paper
1863,1,paper
1864,1,paper
1865,1,paper
1866,1,paper
1867,1,paper
1868,1,paper
1869,1,paper
1870,1,paper
1871,1,paper
1872,1,paper
1873,1,paper
1874,1,paper
1875,1,paper
1876,1,paper
1877,1,paper
1878,1,paper
1879,1,paper
1880,1,paper
1881,1,paper
1882,1,paper
1883,1,paper
1884,1,paper
1885,1,paper
1886,1,paper
1887,1,paper
1888,1,paper
1889,1,paper
1890,1,paper
1891,1,paper
1892,1,paper
1893,1,paper
1894,1,paper
1895,1,paper
1896,1,paper
1897,1,paper
1898,1,paper
1899,1,paper
1900,1,paper
1901,1,paper
1902,1,paper
1903,1,paper
1904,1,paper
1905,1,paper
1906,1,paper
1907,1,paper
1908,1,paper
1909,1,paper
1910,1,paper
1911,1,paper
1912,1,paper
1913,1,paper
1914,1,paper
1915,1,paper
1916,1,paper
1917,1,paper
1918,1,paper
1919,1,paper
1920,1,paper
1921,1,paper
1922,1,paper
1923,1,paper
1924,1,paper
1925,1,paper
1926,1,paper
1927,1,paper
1928,1,paper
1929,1,paper
1930,1,paper
1931,1,paper
1932,1,paper
1933,1,paper
1934,1,paper
1935,1,paper
1936,1,paper
1937,1,paper
1938,1,paper
1939,1,paper
1940,1,paper
1941,1,paper
1942,1,paper
1943,1,paper
1944,1,paper
1945,1,paper
1946,1,paper
1947,1,paper
1948,1,paper
1949,1,paper
1950,1,paper
1951,1,paper
1952,1,paper
1953,1,paper
1954,1,paper
1955,1,paper
1956,1,paper
1957,1,paper
1958,1,paper
1959,1,paper
1960,1,paper
1961,1,paper
1962,1,paper
1963,1,paper
1964,1,paper
1965,1,paper
1966,1,paper
1967,1,paper
1968,1,paper
1969,1,paper
1970,1,paper
1971,1,paper
1972,1,paper
1973,1,paper
1974,1,paper
1975,1,paper
1976,1,paper
1977,1,paper
1978,1,paper
1979,1,paper
1980,1,paper
1981,1,paper
1982,1,paper
1983,1,paper
1984,1,paper
1985,1,paper
1986,1,paper
1987,1,paper
1988,1,paper
1989,1,paper
1990,1,paper
1991,1,paper
1992,1,paper
1993,1,paper
1994,1,paper
1995,1,paper
1996,1,paper
1997,1,paper
1998,1,paper
1999,1,paper
2000,1,paper
2001,1,paper
2002,1,paper
2003,1,paper
2004,1,paper
2005,1,paper
2006,1,paper
2007,1,paper
2008,1,paper
2009,1,paper
2010,1,paper
2011,1,paper
2012,1,paper
2013,1,paper
2014,1,paper
2015,1,paper
2016,1,paper
2017,1,paper
2018,1,paper
2019,1,paper
2020,1,paper
2021,1,paper
2022,1,paper
2023,1,paper
2024,1,paper
2025,1,paper
2026,1,paper
2027,1,paper
2028,1,paper
2029,1,paper
2030,1,paper
2031,1,paper
2032,1,paper
2033,1,paper
2034,1,paper
2035,1,paper
2036,1,paper
2037,1,paper
2038,1,paper
2039,1,paper
2040,1,paper
2041,1,paper
2042,1,paper
2043,1,paper
2044,1,paper
2045,1,paper
2046,1,paper
2047,1,paper
2048,1,paper
2049,1,paper
2050,1,paper
2051,1,paper
2052,1,paper
2053,1,paper
2054,1,paper
